Artist,Date,Title
Selena Gomez ft. Marshmello,2025-05-01,Wolves
Calum Scott,2025-05-01,Dancing On My Own
Black Eyed Peas,2025-05-01,Where Is The Love
Christopher,2025-05-01,Fall So Hard
Drew Sycamore,2025-05-01,Take It Back
Eminem ft. Rihanna,2025-05-01,The Monster
Westlife,2025-05-01,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-05-01,The Middle
Jonah Blacksmith,2025-05-01,House On Fire
Lewis Capaldi,2025-05-01,Someone You Loved
Avril Lavigne,2025-05-02,Complicated
Zara Larsson and David Guetta,2025-05-02,On My Love
Ed Sheeran,2025-05-02,Shape Of You
Uro,2025-05-02,Min Bror
Mark Ambor,2025-05-02,Belong Together
eminem,2025-05-02,The Real Slim Shady
Dasha,2025-05-02,Not At This Party
Shaboozey,2025-05-02,A Bar Song
The Script,2025-05-02,The Man Who Can't Be Moved
Christopher,2025-05-02,Lose A You
Kygo and Ava Max,2025-05-02,Whatever
LeAnn Rimes,2025-05-02,Can't Fight The Moonlight
Drew Sycamore,2025-05-02,Another Lovesong
Flo Rida ft. Sia,2025-05-02,Wild Ones
Miley Cyrus,2025-05-02,End Of The World
Rema and Selena Gomez,2025-05-02,Calm Down
Imagine Dragons,2025-05-02,On Top Of The World
Myles Smith,2025-05-02,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-05-02,Carry You Home
Westlife,2025-05-02,World Of Our Own
Billie Eilish,2025-05-02,Birds Of A Feather
Fergie,2025-05-02,Big Girls Don't Cry
Glass Animals,2025-05-02,Heat Waves
Drew Sycamore,2025-05-02,Lonely Heat
Noah Kahan,2025-05-02,Stick Season
Jubel ft. Neimy,2025-05-02,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-05-02,Where Did You Go
Katy Perry,2025-05-02,Teenage Dream
Alex Warren,2025-05-02,Ordinary
Lost Frequencies,2025-05-02,Are You With Me
B.O.B. ft. Hayley Williams,2025-05-02,Airplanes
Benson Boone,2025-05-02,Beautiful Things
Rihanna,2025-05-02,Only Girl
Dua Lipa,2025-05-02,Houdini
The Weeknd,2025-05-02,Dancing In The Flames
Iyaz,2025-05-02,Replay
Teddy Swims,2025-05-02,The Door
Bruno Mars,2025-05-02,Just The Way You Are
OneRepublic,2025-05-02,Counting Stars
Jordin Sparks and Chris Brown,2025-05-02,No Air
Dasha,2025-05-02,Austin
Avicii vs. Nicki Romero,2025-05-02,I Could Be The One
Justin Timberlake,2025-05-02,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-05-02,Stor Mand
Dermot Kennedy,2025-05-02,Outnumbered
Jonah Blacksmith,2025-05-02,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-05-02,If You Really Love Me
Drew Sycamore,2025-05-02,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-05-02,Prayer In C
P!nk,2025-05-02,Never Gonna Not Dance Again
Mabel,2025-05-02,Don't Call Me Up
Joel Corry and MNEK,2025-05-02,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-05-02,Lovers In A Past Life
The Calling,2025-05-02,Wherever You Will Go
Loreen,2025-05-02,Euphoria
C21,2025-05-02,Stuck In My Heart
C21,2025-05-02,One of Us Is Lonely
Eric Prydz,2025-05-02,Call On Me
Selena Gomez ft. Marshmello,2025-05-02,Wolves
Calum Scott,2025-05-02,Dancing On My Own
Black Eyed Peas,2025-05-02,Where Is The Love
Christopher,2025-05-02,Fall So Hard
Lady Gaga ft. Colby O' Donis,2025-05-02,Just Dance
Drew Sycamore,2025-05-02,Take It Back
Eminem ft. Rihanna,2025-05-02,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-05-02,We Pray
Westlife,2025-05-02,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-05-02,The Middle
Jonah Blacksmith,2025-05-02,House On Fire
Lewis Capaldi,2025-05-02,Someone You Loved
Avril Lavigne,2025-05-03,Complicated
Zara Larsson and David Guetta,2025-05-03,On My Love
Ed Sheeran,2025-05-03,Shape Of You
Uro,2025-05-03,Min Bror
Mark Ambor,2025-05-03,Belong Together
eminem,2025-05-03,The Real Slim Shady
Dasha,2025-05-03,Not At This Party
Shaboozey,2025-05-03,A Bar Song
The Script,2025-05-03,The Man Who Can't Be Moved
Christopher,2025-05-03,Lose A You
Kygo and Ava Max,2025-05-03,Whatever
LeAnn Rimes,2025-05-03,Can't Fight The Moonlight
Drew Sycamore,2025-05-03,Another Lovesong
Flo Rida ft. Sia,2025-05-03,Wild Ones
Miley Cyrus,2025-05-03,End Of The World
Rema and Selena Gomez,2025-05-03,Calm Down
Imagine Dragons,2025-05-03,On Top Of The World
Myles Smith,2025-05-03,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-05-03,Carry You Home
Westlife,2025-05-03,World Of Our Own
Billie Eilish,2025-05-03,Birds Of A Feather
Fergie,2025-05-03,Big Girls Don't Cry
Glass Animals,2025-05-03,Heat Waves
Dasha,2025-05-03,Austin
Drew Sycamore,2025-05-03,Lonely Heat
Noah Kahan,2025-05-03,Stick Season
Jubel ft. Neimy,2025-05-03,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-05-03,Where Did You Go
Alex Warren,2025-05-03,Ordinary
The Weeknd,2025-05-03,Blinding Lights
Lost Frequencies,2025-05-03,Are You With Me
B.O.B. ft. Hayley Williams,2025-05-03,Airplanes
Benson Boone,2025-05-03,Beautiful Things
Rihanna,2025-05-03,Only Girl
Dua Lipa,2025-05-03,Houdini
The Weeknd,2025-05-03,Dancing In The Flames
Iyaz,2025-05-03,Replay
Teddy Swims,2025-05-03,The Door
Bruno Mars,2025-05-03,Just The Way You Are
OneRepublic,2025-05-03,Counting Stars
Jordin Sparks and Chris Brown,2025-05-03,No Air
Avicii vs. Nicki Romero,2025-05-03,I Could Be The One
Justin Timberlake,2025-05-03,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-05-03,Stor Mand
Dermot Kennedy,2025-05-03,Outnumbered
Jonah Blacksmith,2025-05-03,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-05-03,If You Really Love Me
Drew Sycamore,2025-05-03,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-05-03,Prayer In C
P!nk,2025-05-03,Never Gonna Not Dance Again
Mabel,2025-05-03,Don't Call Me Up
Joel Corry and MNEK,2025-05-03,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-05-03,Lovers In A Past Life
The Calling,2025-05-03,Wherever You Will Go
Loreen,2025-05-03,Euphoria
Mike Posner ft. SeeB,2025-05-03,I Took A Pill In Ibiza
C21,2025-05-03,Stuck In My Heart
C21,2025-05-03,One of Us Is Lonely
Eric Prydz,2025-05-03,Call On Me
Selena Gomez ft. Marshmello,2025-05-03,Wolves
Calum Scott,2025-05-03,Dancing On My Own
Black Eyed Peas,2025-05-03,Where Is The Love
Christopher,2025-05-03,Fall So Hard
Drew Sycamore,2025-05-03,Take It Back
Eminem ft. Rihanna,2025-05-03,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-05-03,We Pray
Westlife,2025-05-03,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-05-03,The Middle
Jonah Blacksmith,2025-05-03,House On Fire
Lewis Capaldi,2025-05-03,Someone You Loved
Avril Lavigne,2025-05-04,Complicated
Zara Larsson and David Guetta,2025-05-04,On My Love
Ed Sheeran,2025-05-04,Shape Of You
Uro,2025-05-04,Min Bror
Mark Ambor,2025-05-04,Belong Together
eminem,2025-05-04,The Real Slim Shady
Dasha,2025-05-04,Not At This Party
The Script,2025-05-04,The Man Who Can't Be Moved
Christopher,2025-05-04,Lose A You
Kygo and Ava Max,2025-05-04,Whatever
LeAnn Rimes,2025-05-04,Can't Fight The Moonlight
Drew Sycamore,2025-05-04,Another Lovesong
Flo Rida ft. Sia,2025-05-04,Wild Ones
Miley Cyrus,2025-05-04,End Of The World
Rema and Selena Gomez,2025-05-04,Calm Down
Imagine Dragons,2025-05-04,On Top Of The World
Myles Smith,2025-05-04,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-05-04,Carry You Home
Westlife,2025-05-04,World Of Our Own
Billie Eilish,2025-05-04,Birds Of A Feather
Fergie,2025-05-04,Big Girls Don't Cry
Glass Animals,2025-05-04,Heat Waves
Dasha,2025-05-04,Austin
Drew Sycamore,2025-05-04,Lonely Heat
Noah Kahan,2025-05-04,Stick Season
Jubel ft. Neimy,2025-05-04,Dancing In The Moonlight
Katy Perry,2025-05-04,Teenage Dream
Alex Warren,2025-05-04,Ordinary
The Weeknd,2025-05-04,Blinding Lights
Lost Frequencies,2025-05-04,Are You With Me
B.O.B. ft. Hayley Williams,2025-05-04,Airplanes
Benson Boone,2025-05-04,Beautiful Things
Rihanna,2025-05-04,Only Girl
Dua Lipa,2025-05-04,Houdini
The Weeknd,2025-05-04,Dancing In The Flames
Shaboozey,2025-05-04,A Bar Song
Iyaz,2025-05-04,Replay
Teddy Swims,2025-05-04,The Door
Bruno Mars,2025-05-04,Just The Way You Are
OneRepublic,2025-05-04,Counting Stars
Jordin Sparks and Chris Brown,2025-05-04,No Air
Avicii vs. Nicki Romero,2025-05-04,I Could Be The One
Justin Timberlake,2025-05-04,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-05-04,Stor Mand
Jonah Blacksmith,2025-05-04,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-05-04,If You Really Love Me
Drew Sycamore,2025-05-04,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-05-04,Prayer In C
P!nk,2025-05-04,Never Gonna Not Dance Again
Mabel,2025-05-04,Don't Call Me Up
Joel Corry and MNEK,2025-05-04,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-05-04,Lovers In A Past Life
The Calling,2025-05-04,Wherever You Will Go
Loreen,2025-05-04,Euphoria
C21,2025-05-04,Stuck In My Heart
C21,2025-05-04,One of Us Is Lonely
Eric Prydz,2025-05-04,Call On Me
Selena Gomez ft. Marshmello,2025-05-04,Wolves
Calum Scott,2025-05-04,Dancing On My Own
Black Eyed Peas,2025-05-04,Where Is The Love
Christopher,2025-05-04,Fall So Hard
Lady Gaga ft. Colby O' Donis,2025-05-04,Just Dance
Drew Sycamore,2025-05-04,Take It Back
Eminem ft. Rihanna,2025-05-04,The Monster
Westlife,2025-05-04,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-05-04,The Middle
Jonah Blacksmith,2025-05-04,House On Fire
Lewis Capaldi,2025-05-04,Someone You Loved
Avril Lavigne,2025-05-05,Complicated
Zara Larsson and David Guetta,2025-05-05,On My Love
Ed Sheeran,2025-05-05,Shape Of You
Uro,2025-05-05,Min Bror
Mark Ambor,2025-05-05,Belong Together
eminem,2025-05-05,The Real Slim Shady
Dasha,2025-05-05,Not At This Party
The Script,2025-05-05,The Man Who Can't Be Moved
Christopher,2025-05-05,Lose A You
Kygo and Ava Max,2025-05-05,Whatever
LeAnn Rimes,2025-05-05,Can't Fight The Moonlight
Drew Sycamore,2025-05-05,Another Lovesong
Flo Rida ft. Sia,2025-05-05,Wild Ones
Miley Cyrus,2025-05-05,End Of The World
Rema and Selena Gomez,2025-05-05,Calm Down
Imagine Dragons,2025-05-05,On Top Of The World
Myles Smith,2025-05-05,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-05-05,Carry You Home
Westlife,2025-05-05,World Of Our Own
Billie Eilish,2025-05-05,Birds Of A Feather
Fergie,2025-05-05,Big Girls Don't Cry
Glass Animals,2025-05-05,Heat Waves
Drew Sycamore,2025-05-05,Lonely Heat
Noah Kahan,2025-05-05,Stick Season
Jubel ft. Neimy,2025-05-05,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-05-05,Where Did You Go
Katy Perry,2025-05-05,Teenage Dream
Lost Frequencies,2025-05-05,Are You With Me
B.O.B. ft. Hayley Williams,2025-05-05,Airplanes
Benson Boone,2025-05-05,Beautiful Things
Rihanna,2025-05-05,Only Girl
Dua Lipa,2025-05-05,Houdini
The Weeknd,2025-05-05,Dancing In The Flames
Shaboozey,2025-05-05,A Bar Song
Iyaz,2025-05-05,Replay
Teddy Swims,2025-05-05,The Door
Bruno Mars,2025-05-05,Just The Way You Are
Chappell Roan,2025-05-05,"Good Luck, Babe!"
OneRepublic,2025-05-05,Counting Stars
Alex Warren,2025-05-05,Ordinary
Jordin Sparks and Chris Brown,2025-05-05,No Air
Avicii vs. Nicki Romero,2025-05-05,I Could Be The One
Justin Timberlake,2025-05-05,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-05-05,Stor Mand
Jonah Blacksmith,2025-05-05,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-05-05,If You Really Love Me
Drew Sycamore,2025-05-05,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-05-05,Prayer In C
P!nk,2025-05-05,Never Gonna Not Dance Again
Mabel,2025-05-05,Don't Call Me Up
Joel Corry and MNEK,2025-05-05,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-05-05,Lovers In A Past Life
The Calling,2025-05-05,Wherever You Will Go
Loreen,2025-05-05,Euphoria
C21,2025-05-05,Stuck In My Heart
C21,2025-05-05,One of Us Is Lonely
Eric Prydz,2025-05-05,Call On Me
Selena Gomez ft. Marshmello,2025-05-05,Wolves
Calum Scott,2025-05-05,Dancing On My Own
Black Eyed Peas,2025-05-05,Where Is The Love
Christopher,2025-05-05,Fall So Hard
Lady Gaga ft. Colby O' Donis,2025-05-05,Just Dance
Drew Sycamore,2025-05-05,Take It Back
Eminem ft. Rihanna,2025-05-05,The Monster
Westlife,2025-05-05,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-05-05,The Middle
Jonah Blacksmith,2025-05-05,House On Fire
Lewis Capaldi,2025-05-05,Someone You Loved
Avril Lavigne,2025-05-06,Complicated
Zara Larsson and David Guetta,2025-05-06,On My Love
Ed Sheeran,2025-05-06,Shape Of You
Uro,2025-05-06,Min Bror
Mark Ambor,2025-05-06,Belong Together
eminem,2025-05-06,The Real Slim Shady
Dasha,2025-05-06,Not At This Party
Shaboozey,2025-05-06,A Bar Song
The Script,2025-05-06,The Man Who Can't Be Moved
Christopher,2025-05-06,Lose A You
Kygo and Ava Max,2025-05-06,Whatever
LeAnn Rimes,2025-05-06,Can't Fight The Moonlight
Drew Sycamore,2025-05-06,Another Lovesong
Flo Rida ft. Sia,2025-05-06,Wild Ones
Miley Cyrus,2025-05-06,End Of The World
Rema and Selena Gomez,2025-05-06,Calm Down
Imagine Dragons,2025-05-06,On Top Of The World
Myles Smith,2025-05-06,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-05-06,Carry You Home
Westlife,2025-05-06,World Of Our Own
Billie Eilish,2025-05-06,Birds Of A Feather
Fergie,2025-05-06,Big Girls Don't Cry
Glass Animals,2025-05-06,Heat Waves
Drew Sycamore,2025-05-06,Lonely Heat
Noah Kahan,2025-05-06,Stick Season
Jubel ft. Neimy,2025-05-06,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-05-06,Where Did You Go
Katy Perry,2025-05-06,Teenage Dream
Alex Warren,2025-05-06,Ordinary
The Weeknd,2025-05-06,Blinding Lights
Lost Frequencies,2025-05-06,Are You With Me
B.O.B. ft. Hayley Williams,2025-05-06,Airplanes
Benson Boone,2025-05-06,Beautiful Things
Rihanna,2025-05-06,Only Girl
Dua Lipa,2025-05-06,Houdini
The Weeknd,2025-05-06,Dancing In The Flames
Iyaz,2025-05-06,Replay
Teddy Swims,2025-05-06,The Door
Bruno Mars,2025-05-06,Just The Way You Are
OneRepublic,2025-05-06,Counting Stars
Jordin Sparks and Chris Brown,2025-05-06,No Air
Avicii vs. Nicki Romero,2025-05-06,I Could Be The One
Justin Timberlake,2025-05-06,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-05-06,Stor Mand
Dermot Kennedy,2025-05-06,Outnumbered
Jonah Blacksmith,2025-05-06,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-05-06,If You Really Love Me
Drew Sycamore,2025-05-06,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-05-06,Prayer In C
P!nk,2025-05-06,Never Gonna Not Dance Again
Mabel,2025-05-06,Don't Call Me Up
Joel Corry and MNEK,2025-05-06,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-05-06,Lovers In A Past Life
The Calling,2025-05-06,Wherever You Will Go
Loreen,2025-05-06,Euphoria
C21,2025-05-06,Stuck In My Heart
C21,2025-05-06,One of Us Is Lonely
Eric Prydz,2025-05-06,Call On Me
Selena Gomez ft. Marshmello,2025-05-06,Wolves
Calum Scott,2025-05-06,Dancing On My Own
Black Eyed Peas,2025-05-06,Where Is The Love
Christopher,2025-05-06,Fall So Hard
Lady Gaga ft. Colby O' Donis,2025-05-06,Just Dance
Drew Sycamore,2025-05-06,Take It Back
Eminem ft. Rihanna,2025-05-06,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-05-06,We Pray
Westlife,2025-05-06,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-05-06,The Middle
Jonah Blacksmith,2025-05-06,House On Fire
Lewis Capaldi,2025-05-06,Someone You Loved
Avril Lavigne,2025-05-07,Complicated
Zara Larsson and David Guetta,2025-05-07,On My Love
Ed Sheeran,2025-05-07,Shape Of You
Uro,2025-05-07,Min Bror
Mark Ambor,2025-05-07,Belong Together
eminem,2025-05-07,The Real Slim Shady
Dasha,2025-05-07,Not At This Party
The Script,2025-05-07,The Man Who Can't Be Moved
Christopher,2025-05-07,Lose A You
Kygo and Ava Max,2025-05-07,Whatever
LeAnn Rimes,2025-05-07,Can't Fight The Moonlight
Drew Sycamore,2025-05-07,Another Lovesong
Flo Rida ft. Sia,2025-05-07,Wild Ones
Miley Cyrus,2025-05-07,End Of The World
Rema and Selena Gomez,2025-05-07,Calm Down
Imagine Dragons,2025-05-07,On Top Of The World
Myles Smith,2025-05-07,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-05-07,Carry You Home
Westlife,2025-05-07,World Of Our Own
Billie Eilish,2025-05-07,Birds Of A Feather
Fergie,2025-05-07,Big Girls Don't Cry
Glass Animals,2025-05-07,Heat Waves
Drew Sycamore,2025-05-07,Lonely Heat
Noah Kahan,2025-05-07,Stick Season
Jubel ft. Neimy,2025-05-07,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-05-07,Where Did You Go
Katy Perry,2025-05-07,Teenage Dream
Alex Warren,2025-05-07,Ordinary
The Weeknd,2025-05-07,Blinding Lights
Lost Frequencies,2025-05-07,Are You With Me
B.O.B. ft. Hayley Williams,2025-05-07,Airplanes
Benson Boone,2025-05-07,Beautiful Things
Rihanna,2025-05-07,Only Girl
Dua Lipa,2025-05-07,Houdini
The Weeknd,2025-05-07,Dancing In The Flames
Shaboozey,2025-05-07,A Bar Song
Iyaz,2025-05-07,Replay
Teddy Swims,2025-05-07,The Door
Bruno Mars,2025-05-07,Just The Way You Are
OneRepublic,2025-05-07,Counting Stars
Jordin Sparks and Chris Brown,2025-05-07,No Air
Avicii vs. Nicki Romero,2025-05-07,I Could Be The One
Justin Timberlake,2025-05-07,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-05-07,Stor Mand
Jonah Blacksmith,2025-05-07,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-05-07,If You Really Love Me
Drew Sycamore,2025-05-07,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-05-07,Prayer In C
P!nk,2025-05-07,Never Gonna Not Dance Again
Mabel,2025-05-07,Don't Call Me Up
Joel Corry and MNEK,2025-05-07,Head & Heart
Dasha,2025-05-07,Austin
Calvin Harris ft. Rag'n'Bone Man,2025-05-07,Lovers In A Past Life
The Calling,2025-05-07,Wherever You Will Go
Loreen,2025-05-07,Euphoria
C21,2025-05-07,Stuck In My Heart
C21,2025-05-07,One of Us Is Lonely
Eric Prydz,2025-05-07,Call On Me
Selena Gomez ft. Marshmello,2025-05-07,Wolves
Calum Scott,2025-05-07,Dancing On My Own
Black Eyed Peas,2025-05-07,Where Is The Love
Christopher,2025-05-07,Fall So Hard
Clean Bandit ft. Zara Larsson,2025-05-07,Symphony
Lady Gaga ft. Colby O' Donis,2025-05-07,Just Dance
Drew Sycamore,2025-05-07,Take It Back
Eminem ft. Rihanna,2025-05-07,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-05-07,We Pray
Westlife,2025-05-07,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-05-07,The Middle
Jonah Blacksmith,2025-05-07,House On Fire
Lewis Capaldi,2025-05-07,Someone You Loved
Avril Lavigne,2025-05-08,Complicated
Zara Larsson and David Guetta,2025-05-08,On My Love
Ed Sheeran,2025-05-08,Shape Of You
Uro,2025-05-08,Min Bror
Mark Ambor,2025-05-08,Belong Together
eminem,2025-05-08,The Real Slim Shady
Dasha,2025-05-08,Not At This Party
Shaboozey,2025-05-08,A Bar Song
The Script,2025-05-08,The Man Who Can't Be Moved
Christopher,2025-05-08,Lose A You
Kygo and Ava Max,2025-05-08,Whatever
LeAnn Rimes,2025-05-08,Can't Fight The Moonlight
Drew Sycamore,2025-05-08,Another Lovesong
Flo Rida ft. Sia,2025-05-08,Wild Ones
Miley Cyrus,2025-05-08,End Of The World
Rema and Selena Gomez,2025-05-08,Calm Down
Imagine Dragons,2025-05-08,On Top Of The World
Myles Smith,2025-05-08,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-05-08,Carry You Home
Westlife,2025-05-08,World Of Our Own
Billie Eilish,2025-05-08,Birds Of A Feather
Fergie,2025-05-08,Big Girls Don't Cry
Glass Animals,2025-05-08,Heat Waves
Drew Sycamore,2025-05-08,Lonely Heat
Noah Kahan,2025-05-08,Stick Season
Jubel ft. Neimy,2025-05-08,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-05-08,Where Did You Go
Lost Frequencies,2025-05-08,Are You With Me
B.O.B. ft. Hayley Williams,2025-05-08,Airplanes
Benson Boone,2025-05-08,Beautiful Things
Rihanna,2025-05-08,Only Girl
Dua Lipa,2025-05-08,Houdini
The Weeknd,2025-05-08,Dancing In The Flames
Iyaz,2025-05-08,Replay
Teddy Swims,2025-05-08,The Door
Bruno Mars,2025-05-08,Just The Way You Are
OneRepublic,2025-05-08,Counting Stars
Alex Warren,2025-05-08,Ordinary
Jordin Sparks and Chris Brown,2025-05-08,No Air
Avicii vs. Nicki Romero,2025-05-08,I Could Be The One
Justin Timberlake,2025-05-08,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-05-08,Stor Mand
Dermot Kennedy,2025-05-08,Outnumbered
Jonah Blacksmith,2025-05-08,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-05-08,If You Really Love Me
Drew Sycamore,2025-05-08,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-05-08,Prayer In C
P!nk,2025-05-08,Never Gonna Not Dance Again
Mabel,2025-05-08,Don't Call Me Up
Joel Corry and MNEK,2025-05-08,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-05-08,Lovers In A Past Life
The Calling,2025-05-08,Wherever You Will Go
Loreen,2025-05-08,Euphoria
Mike Posner ft. SeeB,2025-05-08,I Took A Pill In Ibiza
C21,2025-05-08,Stuck In My Heart
C21,2025-05-08,One of Us Is Lonely
Eric Prydz,2025-05-08,Call On Me
Selena Gomez ft. Marshmello,2025-05-08,Wolves
Calum Scott,2025-05-08,Dancing On My Own
Black Eyed Peas,2025-05-08,Where Is The Love
Christopher,2025-05-08,Fall So Hard
Drew Sycamore,2025-05-08,Take It Back
Eminem ft. Rihanna,2025-05-08,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-05-08,We Pray
Westlife,2025-05-08,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-05-08,The Middle
Jonah Blacksmith,2025-05-08,House On Fire
Lewis Capaldi,2025-05-08,Someone You Loved
Avril Lavigne,2025-05-09,Complicated
Zara Larsson and David Guetta,2025-05-09,On My Love
Ed Sheeran,2025-05-09,Shape Of You
Uro,2025-05-09,Min Bror
Mark Ambor,2025-05-09,Belong Together
eminem,2025-05-09,The Real Slim Shady
Dasha,2025-05-09,Not At This Party
Shaboozey,2025-05-09,A Bar Song
The Script,2025-05-09,The Man Who Can't Be Moved
Christopher,2025-05-09,Lose A You
Kygo and Ava Max,2025-05-09,Whatever
LeAnn Rimes,2025-05-09,Can't Fight The Moonlight
Drew Sycamore,2025-05-09,Another Lovesong
Flo Rida ft. Sia,2025-05-09,Wild Ones
Miley Cyrus,2025-05-09,End Of The World
Rema and Selena Gomez,2025-05-09,Calm Down
Imagine Dragons,2025-05-09,On Top Of The World
Myles Smith,2025-05-09,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-05-09,Carry You Home
Westlife,2025-05-09,World Of Our Own
Billie Eilish,2025-05-09,Birds Of A Feather
Fergie,2025-05-09,Big Girls Don't Cry
Glass Animals,2025-05-09,Heat Waves
Drew Sycamore,2025-05-09,Lonely Heat
Noah Kahan,2025-05-09,Stick Season
Jubel ft. Neimy,2025-05-09,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-05-09,Where Did You Go
Alex Warren,2025-05-09,Ordinary
The Weeknd,2025-05-09,Blinding Lights
Lost Frequencies,2025-05-09,Are You With Me
B.O.B. ft. Hayley Williams,2025-05-09,Airplanes
Benson Boone,2025-05-09,Beautiful Things
Rihanna,2025-05-09,Only Girl
Dua Lipa,2025-05-09,Houdini
The Weeknd,2025-05-09,Dancing In The Flames
Iyaz,2025-05-09,Replay
Teddy Swims,2025-05-09,The Door
Bruno Mars,2025-05-09,Just The Way You Are
OneRepublic,2025-05-09,Counting Stars
Jordin Sparks and Chris Brown,2025-05-09,No Air
Avicii vs. Nicki Romero,2025-05-09,I Could Be The One
Justin Timberlake,2025-05-09,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-05-09,Stor Mand
Dermot Kennedy,2025-05-09,Outnumbered
Jonah Blacksmith,2025-05-09,Yellow Bike
Drew Sycamore,2025-05-09,Perfect Disaster
David Guetta ft. MistaJam ft. John Newman,2025-05-09,If You Really Love Me
Drew Sycamore,2025-05-09,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-05-09,Prayer In C
P!nk,2025-05-09,Never Gonna Not Dance Again
Mabel,2025-05-09,Don't Call Me Up
Joel Corry and MNEK,2025-05-09,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-05-09,Lovers In A Past Life
The Calling,2025-05-09,Wherever You Will Go
Loreen,2025-05-09,Euphoria
Mike Posner ft. SeeB,2025-05-09,I Took A Pill In Ibiza
C21,2025-05-09,Stuck In My Heart
C21,2025-05-09,One of Us Is Lonely
Eric Prydz,2025-05-09,Call On Me
Selena Gomez ft. Marshmello,2025-05-09,Wolves
Calum Scott,2025-05-09,Dancing On My Own
Black Eyed Peas,2025-05-09,Where Is The Love
Christopher,2025-05-09,Fall So Hard
Clean Bandit ft. Zara Larsson,2025-05-09,Symphony
Lady Gaga ft. Colby O' Donis,2025-05-09,Just Dance
Drew Sycamore,2025-05-09,Take It Back
Eminem ft. Rihanna,2025-05-09,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-05-09,We Pray
Westlife,2025-05-09,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-05-09,The Middle
Jonah Blacksmith,2025-05-09,House On Fire
Avril Lavigne,2025-05-10,Complicated
Zara Larsson and David Guetta,2025-05-10,On My Love
Ed Sheeran,2025-05-10,Shape Of You
Uro,2025-05-10,Min Bror
Mark Ambor,2025-05-10,Belong Together
eminem,2025-05-10,The Real Slim Shady
Dasha,2025-05-10,Not At This Party
Shaboozey,2025-05-10,A Bar Song
